,UnderlyingSymbol,UnderlyingPrice,Exchange,OptionRoot,OptionExt,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest
776,TXN,113.3,*,TXN180727C00130000,,call,2018-07-27,2018-07-26,130.0,0.1,0.0,0.01,0,206,206
778,TXN,113.3,*,TXN180727C00131000,,call,2018-07-27,2018-07-26,131.0,0.12,0.0,0.07,0,2,2
786,TXN,113.3,*,TXN180727C00135000,,call,2018-07-27,2018-07-26,135.0,0.21,0.0,0.2,0,246,246
816,TXN,113.3,*,TXN180803C00101000,,call,2018-08-03,2018-07-26,101.0,9.66,11.85,12.8,0,1,1
818,TXN,113.3,*,TXN180803C00102000,,call,2018-08-03,2018-07-26,102.0,9.34,10.85,11.75,0,1,1
824,TXN,113.3,*,TXN180803C00105000,,call,2018-08-03,2018-07-26,105.0,9.53,7.85,8.75,0,5,5
826,TXN,113.3,*,TXN180803C00106000,,call,2018-08-03,2018-07-26,106.0,8.25,6.65,7.8,0,28,28
828,TXN,113.3,*,TXN180803C00107000,,call,2018-08-03,2018-07-26,107.0,6.15,6.2,6.45,2,15,13
830,TXN,113.3,*,TXN180803C00108000,,call,2018-08-03,2018-07-26,108.0,4.75,4.65,5.75,0,7,7
832,TXN,113.3,*,TXN180803C00109000,,call,2018-08-03,2018-07-26,109.0,3.65,4.25,4.5,0,49,49
834,TXN,113.3,*,TXN180803C00110000,,call,2018-08-03,2018-07-26,110.0,3.34,3.35,3.5,1,83,83
836,TXN,113.3,*,TXN180803C00111000,,call,2018-08-03,2018-07-26,111.0,3.0,2.55,2.66,0,75,75
838,TXN,113.3,*,TXN180803C00112000,,call,2018-08-03,2018-07-26,112.0,1.78,1.83,1.94,16,97,94
840,TXN,113.3,*,TXN180803C00113000,,call,2018-08-03,2018-07-26,113.0,1.31,1.26,1.32,201,490,502
842,TXN,113.3,*,TXN180803C00114000,,call,2018-08-03,2018-07-26,114.0,0.82,0.81,0.87,161,284,267
844,TXN,113.3,*,TXN180803C00115000,,call,2018-08-03,2018-07-26,115.0,0.5,0.49,0.54,39,345,334
846,TXN,113.3,*,TXN180803C00116000,,call,2018-08-03,2018-07-26,116.0,0.3,0.28,0.33,30,224,228
848,TXN,113.3,*,TXN180803C00117000,,call,2018-08-03,2018-07-26,117.0,0.16,0.15,0.2,89,223,275
850,TXN,113.3,*,TXN180803C00118000,,call,2018-08-03,2018-07-26,118.0,0.11,0.08,0.12,3,30,30
852,TXN,113.3,*,TXN180803C00119000,,call,2018-08-03,2018-07-26,119.0,0.12,0.04,0.07,0,96,96
854,TXN,113.3,*,TXN180803C00120000,,call,2018-08-03,2018-07-26,120.0,0.03,0.02,0.05,2,300,298
856,TXN,113.3,*,TXN180803C00121000,,call,2018-08-03,2018-07-26,121.0,0.03,0.0,0.04,0,32,32
858,TXN,113.3,*,TXN180803C00122000,,call,2018-08-03,2018-07-26,122.0,0.01,0.0,0.05,0,13,13
860,TXN,113.3,*,TXN180803C00123000,,call,2018-08-03,2018-07-26,123.0,0.26,0.0,0.05,0,2,2
862,TXN,113.3,*,TXN180803C00124000,,call,2018-08-03,2018-07-26,124.0,0.07,0.0,0.04,0,6,6
864,TXN,113.3,*,TXN180803C00125000,,call,2018-08-03,2018-07-26,125.0,0.09,0.0,0.04,0,0,0
866,TXN,113.3,*,TXN180803C00126000,,call,2018-08-03,2018-07-26,126.0,0.25,0.0,0.04,0,288,288
870,TXN,113.3,*,TXN180803C00128000,,call,2018-08-03,2018-07-26,128.0,0.28,0.0,0.04,0,1,1
874,TXN,113.3,*,TXN180803C00130000,,call,2018-08-03,2018-07-26,130.0,0.1,0.0,0.04,0,440,440
876,TXN,113.3,*,TXN180803C00135000,,call,2018-08-03,2018-07-26,135.0,0.1,0.0,0.04,0,480,480
902,TXN,113.3,*,TXN180810C00100000,,call,2018-08-10,2018-07-26,100.0,14.6,12.9,13.6,0,3,3
910,TXN,113.3,*,TXN180810C00104000,,call,2018-08-10,2018-07-26,104.0,9.86,8.7,9.75,0,8,8
912,TXN,113.3,*,TXN180810C00105000,,call,2018-08-10,2018-07-26,105.0,9.7,7.9,8.7,0,25,25
914,TXN,113.3,*,TXN180810C00106000,,call,2018-08-10,2018-07-26,106.0,8.9,6.75,7.75,0,94,94
916,TXN,113.3,*,TXN180810C00107000,,call,2018-08-10,2018-07-26,107.0,5.6,6.25,6.5,0,35,35
918,TXN,113.3,*,TXN180810C00108000,,call,2018-08-10,2018-07-26,108.0,5.85,5.35,5.55,10,120,130
920,TXN,113.3,*,TXN180810C00109000,,call,2018-08-10,2018-07-26,109.0,4.6,4.5,4.65,9,111,120
922,TXN,113.3,*,TXN180810C00110000,,call,2018-08-10,2018-07-26,110.0,4.2,3.7,3.85,12,121,121
924,TXN,113.3,*,TXN180810C00111000,,call,2018-08-10,2018-07-26,111.0,3.28,2.97,3.1,2,101,100
926,TXN,113.3,*,TXN180810C00112000,,call,2018-08-10,2018-07-26,112.0,2.45,2.32,2.41,10,135,135
928,TXN,113.3,*,TXN180810C00113000,,call,2018-08-10,2018-07-26,113.0,1.91,1.76,1.85,32,373,356
930,TXN,113.3,*,TXN180810C00114000,,call,2018-08-10,2018-07-26,114.0,1.34,1.29,1.37,45,19,47
932,TXN,113.3,*,TXN180810C00115000,,call,2018-08-10,2018-07-26,115.0,0.9,0.93,0.98,23,89,91
934,TXN,113.3,*,TXN180810C00116000,,call,2018-08-10,2018-07-26,116.0,0.82,0.63,0.69,29,55,62
936,TXN,113.3,*,TXN180810C00117000,,call,2018-08-10,2018-07-26,117.0,0.51,0.41,0.47,33,93,98
938,TXN,113.3,*,TXN180810C00118000,,call,2018-08-10,2018-07-26,118.0,0.34,0.27,0.31,20,80,80
940,TXN,113.3,*,TXN180810C00119000,,call,2018-08-10,2018-07-26,119.0,0.44,0.16,0.21,0,8,8
942,TXN,113.3,*,TXN180810C00120000,,call,2018-08-10,2018-07-26,120.0,0.25,0.09,0.15,1,26,26
944,TXN,113.3,*,TXN180810C00121000,,call,2018-08-10,2018-07-26,121.0,0.3,0.05,0.12,0,6,6
946,TXN,113.3,*,TXN180810C00122000,,call,2018-08-10,2018-07-26,122.0,0.07,0.03,0.08,0,5,5
948,TXN,113.3,*,TXN180810C00123000,,call,2018-08-10,2018-07-26,123.0,0.2,0.0,0.07,0,8,8
950,TXN,113.3,*,TXN180810C00124000,,call,2018-08-10,2018-07-26,124.0,0.57,0.0,0.05,0,4,4
952,TXN,113.3,*,TXN180810C00125000,,call,2018-08-10,2018-07-26,125.0,0.14,0.0,0.04,0,2,2
956,TXN,113.3,*,TXN180810C00127000,,call,2018-08-10,2018-07-26,127.0,0.07,0.0,0.04,0,70,70
958,TXN,113.3,*,TXN180810C00128000,,call,2018-08-10,2018-07-26,128.0,0.04,0.0,0.04,0,70,70
962,TXN,113.3,*,TXN180810C00130000,,call,2018-08-10,2018-07-26,130.0,0.11,0.0,0.04,0,318,318
964,TXN,113.3,*,TXN180810C00135000,,call,2018-08-10,2018-07-26,135.0,0.03,0.0,0.03,0,313,313
972,TXN,113.3,*,TXN180817C00090000,,call,2018-08-17,2018-07-26,90.0,22.1,22.9,23.6,0,0,0
974,TXN,113.3,*,TXN180817C00095000,,call,2018-08-17,2018-07-26,95.0,17.04,17.95,18.55,0,24,24
976,TXN,113.3,*,TXN180817C00100000,,call,2018-08-17,2018-07-26,100.0,10.88,12.1,14.75,0,84,84
980,TXN,113.3,*,TXN180817C00102000,,call,2018-08-17,2018-07-26,102.0,11.4,10.95,11.5,0,6,6
982,TXN,113.3,*,TXN180817C00103000,,call,2018-08-17,2018-07-26,103.0,10.55,9.75,10.6,0,9,9
986,TXN,113.3,*,TXN180817C00105000,,call,2018-08-17,2018-07-26,105.0,8.25,8.25,8.45,20,635,634
988,TXN,113.3,*,TXN180817C00106000,,call,2018-08-17,2018-07-26,106.0,5.0,7.3,7.55,0,58,58
990,TXN,113.3,*,TXN180817C00107000,,call,2018-08-17,2018-07-26,107.0,6.55,6.45,6.6,25,49,48
992,TXN,113.3,*,TXN180817C00108000,,call,2018-08-17,2018-07-26,108.0,6.5,5.55,5.75,10,45,55
994,TXN,113.3,*,TXN180817C00109000,,call,2018-08-17,2018-07-26,109.0,5.05,4.75,4.9,5,59,59
996,TXN,113.3,*,TXN180817C00110000,,call,2018-08-17,2018-07-26,110.0,4.0,4.05,4.15,18,1017,1010
998,TXN,113.3,*,TXN180817C00111000,,call,2018-08-17,2018-07-26,111.0,2.92,3.35,3.45,0,228,228
1000,TXN,113.3,*,TXN180817C00112000,,call,2018-08-17,2018-07-26,112.0,2.65,2.71,2.8,221,268,464
1002,TXN,113.3,*,TXN180817C00113000,,call,2018-08-17,2018-07-26,113.0,2.19,2.15,2.22,83,199,263
1004,TXN,113.3,*,TXN180817C00114000,,call,2018-08-17,2018-07-26,114.0,1.66,1.66,1.73,160,195,321
1006,TXN,113.3,*,TXN180817C00115000,,call,2018-08-17,2018-07-26,115.0,1.28,1.26,1.32,282,2862,2800
1008,TXN,113.3,*,TXN180817C00116000,,call,2018-08-17,2018-07-26,116.0,0.96,0.92,0.98,6,374,376
1010,TXN,113.3,*,TXN180817C00117000,,call,2018-08-17,2018-07-26,117.0,0.76,0.68,0.72,5,454,459
1012,TXN,113.3,*,TXN180817C00118000,,call,2018-08-17,2018-07-26,118.0,0.52,0.47,0.51,101,474,432
1014,TXN,113.3,*,TXN180817C00119000,,call,2018-08-17,2018-07-26,119.0,0.35,0.31,0.37,1606,310,3738
1016,TXN,113.3,*,TXN180817C00120000,,call,2018-08-17,2018-07-26,120.0,0.22,0.23,0.26,41,3281,3281
1018,TXN,113.3,*,TXN180817C00121000,,call,2018-08-17,2018-07-26,121.0,0.16,0.15,0.18,0,585,585
1020,TXN,113.3,*,TXN180817C00122000,,call,2018-08-17,2018-07-26,122.0,0.14,0.11,0.13,0,18,18
1022,TXN,113.3,*,TXN180817C00123000,,call,2018-08-17,2018-07-26,123.0,0.1,0.08,0.1,0,14,14
1024,TXN,113.3,*,TXN180817C00124000,,call,2018-08-17,2018-07-26,124.0,0.25,0.05,0.11,0,18,18
1026,TXN,113.3,*,TXN180817C00125000,,call,2018-08-17,2018-07-26,125.0,0.06,0.04,0.08,11,871,870
1028,TXN,113.3,*,TXN180817C00126000,,call,2018-08-17,2018-07-26,126.0,0.05,0.03,0.07,0,19,19
1034,TXN,113.3,*,TXN180817C00130000,,call,2018-08-17,2018-07-26,130.0,0.01,0.0,0.03,1,1882,1881
1036,TXN,113.3,*,TXN180817C00135000,,call,2018-08-17,2018-07-26,135.0,0.04,0.0,0.03,0,1382,1382
1062,TXN,113.3,*,TXN180824C00101000,,call,2018-08-24,2018-07-26,101.0,11.9,10.8,13.95,0,5,5
1064,TXN,113.3,*,TXN180824C00102000,,call,2018-08-24,2018-07-26,102.0,12.65,9.45,12.8,0,14,14
1068,TXN,113.3,*,TXN180824C00104000,,call,2018-08-24,2018-07-26,104.0,9.8,7.4,11.4,0,8,8
1076,TXN,113.3,*,TXN180824C00108000,,call,2018-08-24,2018-07-26,108.0,7.47,4.2,7.65,0,15,15
1078,TXN,113.3,*,TXN180824C00109000,,call,2018-08-24,2018-07-26,109.0,5.0,5.1,5.25,6,34,34
1080,TXN,113.3,*,TXN180824C00110000,,call,2018-08-24,2018-07-26,110.0,4.75,4.35,4.5,0,18,18
1082,TXN,113.3,*,TXN180824C00111000,,call,2018-08-24,2018-07-26,111.0,5.8,3.65,3.85,0,4,4
1084,TXN,113.3,*,TXN180824C00112000,,call,2018-08-24,2018-07-26,112.0,3.1,3.1,3.2,0,83,83
1086,TXN,113.3,*,TXN180824C00113000,,call,2018-08-24,2018-07-26,113.0,2.8,2.52,2.62,6,145,144
1088,TXN,113.3,*,TXN180824C00114000,,call,2018-08-24,2018-07-26,114.0,2.4,2.02,2.13,1,34,34
1090,TXN,113.3,*,TXN180824C00115000,,call,2018-08-24,2018-07-26,115.0,1.58,1.6,1.69,402,462,135
1092,TXN,113.3,*,TXN180824C00116000,,call,2018-08-24,2018-07-26,116.0,1.51,1.23,1.31,0,23,23
1094,TXN,113.3,*,TXN180824C00117000,,call,2018-08-24,2018-07-26,117.0,1.19,0.93,1.01,0,10,10
1096,TXN,113.3,*,TXN180824C00118000,,call,2018-08-24,2018-07-26,118.0,0.8,0.7,0.76,0,32,32
1098,TXN,113.3,*,TXN180824C00119000,,call,2018-08-24,2018-07-26,119.0,0.63,0.51,0.57,0,42,42
1100,TXN,113.3,*,TXN180824C00120000,,call,2018-08-24,2018-07-26,120.0,0.46,0.37,0.42,0,283,283
1102,TXN,113.3,*,TXN180824C00121000,,call,2018-08-24,2018-07-26,121.0,1.49,0.25,0.32,0,3,3
1104,TXN,113.3,*,TXN180824C00122000,,call,2018-08-24,2018-07-26,122.0,0.18,0.19,0.24,0,6,6
1108,TXN,113.3,*,TXN180824C00124000,,call,2018-08-24,2018-07-26,124.0,0.58,0.09,0.15,0,1,1
1110,TXN,113.3,*,TXN180824C00125000,,call,2018-08-24,2018-07-26,125.0,0.42,0.05,0.11,0,6,6
1120,TXN,113.3,*,TXN180824C00130000,,call,2018-08-24,2018-07-26,130.0,0.27,0.0,0.06,0,3,3
1122,TXN,113.3,*,TXN180824C00135000,,call,2018-08-24,2018-07-26,135.0,0.08,0.0,0.05,0,10,10
1150,TXN,113.3,*,TXN180831C00108000,,call,2018-08-31,2018-07-26,108.0,6.15,6.15,6.3,14,0,14
1152,TXN,113.3,*,TXN180831C00109000,,call,2018-08-31,2018-07-26,109.0,4.6,5.35,5.55,0,5,5
1154,TXN,113.3,*,TXN180831C00110000,,call,2018-08-31,2018-07-26,110.0,4.95,4.65,4.85,1,47,46
1156,TXN,113.3,*,TXN180831C00111000,,call,2018-08-31,2018-07-26,111.0,4.25,4.0,4.15,1,19,20
1158,TXN,113.3,*,TXN180831C00112000,,call,2018-08-31,2018-07-26,112.0,3.15,3.4,3.55,0,22,22
1160,TXN,113.3,*,TXN180831C00113000,,call,2018-08-31,2018-07-26,113.0,2.93,2.84,2.95,5,48,49
1162,TXN,113.3,*,TXN180831C00114000,,call,2018-08-31,2018-07-26,114.0,2.42,2.35,2.44,14,13,20
1164,TXN,113.3,*,TXN180831C00115000,,call,2018-08-31,2018-07-26,115.0,1.9,1.91,2.0,18,36,42
1166,TXN,113.3,*,TXN180831C00116000,,call,2018-08-31,2018-07-26,116.0,1.52,1.52,1.61,1,81,82
1168,TXN,113.3,*,TXN180831C00117000,,call,2018-08-31,2018-07-26,117.0,1.23,1.2,1.29,10,32,41
1170,TXN,113.3,*,TXN180831C00118000,,call,2018-08-31,2018-07-26,118.0,0.95,0.93,1.01,0,16,16
1172,TXN,113.3,*,TXN180831C00119000,,call,2018-08-31,2018-07-26,119.0,0.76,0.72,0.79,1,21,22
1174,TXN,113.3,*,TXN180831C00120000,,call,2018-08-31,2018-07-26,120.0,0.95,0.53,0.61,0,11,11
1176,TXN,113.3,*,TXN180831C00121000,,call,2018-08-31,2018-07-26,121.0,0.45,0.41,0.47,1,10,11
1178,TXN,113.3,*,TXN180831C00122000,,call,2018-08-31,2018-07-26,122.0,0.77,0.3,0.36,0,1,1
1180,TXN,113.3,*,TXN180831C00123000,,call,2018-08-31,2018-07-26,123.0,0.29,0.23,0.27,0,12,12
1182,TXN,113.3,*,TXN180831C00124000,,call,2018-08-31,2018-07-26,124.0,0.23,0.16,0.22,0,1,1
1190,TXN,113.3,*,TXN180831C00128000,,call,2018-08-31,2018-07-26,128.0,0.09,0.04,0.1,0,10,10
1196,TXN,113.3,*,TXN180831C00135000,,call,2018-08-31,2018-07-26,135.0,0.05,0.0,0.04,0,1,1
1224,TXN,113.3,*,TXN180907C00113000,,call,2018-09-07,2018-07-26,113.0,3.55,3.05,3.2,10,0,10
1232,TXN,113.3,*,TXN180907C00117000,,call,2018-09-07,2018-07-26,117.0,1.55,1.39,1.48,3,0,3
1256,TXN,113.3,*,TXN180921C00070000,,call,2018-09-21,2018-07-26,70.0,44.43,41.1,45.3,0,10,10
1262,TXN,113.3,*,TXN180921C00085000,,call,2018-09-21,2018-07-26,85.0,27.15,27.7,28.9,0,3,3
1264,TXN,113.3,*,TXN180921C00090000,,call,2018-09-21,2018-07-26,90.0,25.0,22.6,23.7,0,1,1
1266,TXN,113.3,*,TXN180921C00095000,,call,2018-09-21,2018-07-26,95.0,15.32,17.45,18.95,0,146,146
1268,TXN,113.3,*,TXN180921C00097500,,call,2018-09-21,2018-07-26,97.5,14.35,15.05,16.6,0,1,1
1270,TXN,113.3,*,TXN180921C00100000,,call,2018-09-21,2018-07-26,100.0,12.85,13.55,13.75,0,144,144
1272,TXN,113.3,*,TXN180921C00105000,,call,2018-09-21,2018-07-26,105.0,9.24,9.2,9.4,26,592,602
1274,TXN,113.3,*,TXN180921C00110000,,call,2018-09-21,2018-07-26,110.0,5.6,5.45,5.6,39,654,664
1276,TXN,113.3,*,TXN180921C00115000,,call,2018-09-21,2018-07-26,115.0,2.8,2.69,2.78,706,2559,3080
1278,TXN,113.3,*,TXN180921C00120000,,call,2018-09-21,2018-07-26,120.0,1.09,1.06,1.12,315,13213,13435
1280,TXN,113.3,*,TXN180921C00125000,,call,2018-09-21,2018-07-26,125.0,0.37,0.35,0.4,15,1849,1841
1282,TXN,113.3,*,TXN180921C00130000,,call,2018-09-21,2018-07-26,130.0,0.14,0.11,0.16,2,138,138
1284,TXN,113.3,*,TXN180921C00135000,,call,2018-09-21,2018-07-26,135.0,0.09,0.02,0.08,0,7,7
1300,TXN,113.3,*,TXN181019C00070000,,call,2018-10-19,2018-07-26,70.0,39.45,41.25,45.35,0,5,5
1302,TXN,113.3,*,TXN181019C00075000,,call,2018-10-19,2018-07-26,75.0,25.4,36.45,38.65,0,8,8
1304,TXN,113.3,*,TXN181019C00080000,,call,2018-10-19,2018-07-26,80.0,33.7,32.55,33.85,0,2,2
1308,TXN,113.3,*,TXN181019C00090000,,call,2018-10-19,2018-07-26,90.0,22.48,22.55,24.35,0,179,179
1310,TXN,113.3,*,TXN181019C00092500,,call,2018-10-19,2018-07-26,92.5,19.02,20.25,21.85,0,34,34
1312,TXN,113.3,*,TXN181019C00095000,,call,2018-10-19,2018-07-26,95.0,20.75,17.8,19.55,0,155,155
1314,TXN,113.3,*,TXN181019C00097500,,call,2018-10-19,2018-07-26,97.5,17.01,15.75,17.25,0,114,114
1316,TXN,113.3,*,TXN181019C00100000,,call,2018-10-19,2018-07-26,100.0,14.3,14.2,14.45,11,258,258
1318,TXN,113.3,*,TXN181019C00105000,,call,2018-10-19,2018-07-26,105.0,10.3,9.95,10.25,32,685,717
1320,TXN,113.3,*,TXN181019C00110000,,call,2018-10-19,2018-07-26,110.0,6.59,6.45,6.65,14,933,925
1322,TXN,113.3,*,TXN181019C00115000,,call,2018-10-19,2018-07-26,115.0,3.75,3.65,3.85,8,1213,1214
1324,TXN,113.3,*,TXN181019C00120000,,call,2018-10-19,2018-07-26,120.0,1.94,1.82,1.96,162,1465,1539
1326,TXN,113.3,*,TXN181019C00125000,,call,2018-10-19,2018-07-26,125.0,0.9,0.75,0.92,4,4342,4346
1328,TXN,113.3,*,TXN181019C00130000,,call,2018-10-19,2018-07-26,130.0,0.41,0.28,0.36,0,607,607
1330,TXN,113.3,*,TXN181019C00135000,,call,2018-10-19,2018-07-26,135.0,0.26,0.11,0.2,0,164,164
1332,TXN,113.3,*,TXN181019C00140000,,call,2018-10-19,2018-07-26,140.0,0.24,0.04,0.11,0,51,51
1334,TXN,113.3,*,TXN181019C00145000,,call,2018-10-19,2018-07-26,145.0,0.25,0.0,0.07,0,3,3
1336,TXN,113.3,*,TXN181019C00150000,,call,2018-10-19,2018-07-26,150.0,0.08,0.0,0.05,0,16,16
1338,TXN,113.3,*,TXN190118C00035000,,call,2019-01-18,2018-07-26,35.0,68.84,76.2,80.7,0,2,2
1340,TXN,113.3,*,TXN190118C00040000,,call,2019-01-18,2018-07-26,40.0,63.97,71.35,75.4,0,0,0
1342,TXN,113.3,*,TXN190118C00045000,,call,2019-01-18,2018-07-26,45.0,30.0,66.0,70.65,0,0,0
1344,TXN,113.3,*,TXN190118C00050000,,call,2019-01-18,2018-07-26,50.0,53.85,61.1,65.6,0,1,1
1346,TXN,113.3,*,TXN190118C00055000,,call,2019-01-18,2018-07-26,55.0,48.95,56.2,60.7,0,0,0
1348,TXN,113.3,*,TXN190118C00060000,,call,2019-01-18,2018-07-26,60.0,53.8,50.85,55.5,0,7,7
1350,TXN,113.3,*,TXN190118C00062500,,call,2019-01-18,2018-07-26,62.5,52.86,48.5,53.1,0,156,156
1352,TXN,113.3,*,TXN190118C00065000,,call,2019-01-18,2018-07-26,65.0,36.35,46.0,50.6,0,13,13
1354,TXN,113.3,*,TXN190118C00067500,,call,2019-01-18,2018-07-26,67.5,18.85,43.6,48.1,0,9,9
1356,TXN,113.3,*,TXN190118C00070000,,call,2019-01-18,2018-07-26,70.0,43.5,41.1,45.65,0,78,78
1358,TXN,113.3,*,TXN190118C00072500,,call,2019-01-18,2018-07-26,72.5,33.18,38.55,43.15,0,98,98
1360,TXN,113.3,*,TXN190118C00075000,,call,2019-01-18,2018-07-26,75.0,38.95,36.4,40.5,0,239,239
1362,TXN,113.3,*,TXN190118C00077500,,call,2019-01-18,2018-07-26,77.5,24.5,33.95,38.15,0,132,132
1364,TXN,113.3,*,TXN190118C00080000,,call,2019-01-18,2018-07-26,80.0,34.0,31.7,35.65,0,195,195
1366,TXN,113.3,*,TXN190118C00082500,,call,2019-01-18,2018-07-26,82.5,36.0,29.15,33.45,0,202,202
1368,TXN,113.3,*,TXN190118C00085000,,call,2019-01-18,2018-07-26,85.0,31.0,27.05,30.85,0,280,280
1370,TXN,113.3,*,TXN190118C00087500,,call,2019-01-18,2018-07-26,87.5,19.19,24.8,28.3,0,134,134
1372,TXN,113.3,*,TXN190118C00090000,,call,2019-01-18,2018-07-26,90.0,23.5,22.4,26.25,0,486,486
1374,TXN,113.3,*,TXN190118C00092500,,call,2019-01-18,2018-07-26,92.5,21.9,20.2,23.95,0,166,166
1376,TXN,113.3,*,TXN190118C00095000,,call,2019-01-18,2018-07-26,95.0,19.0,19.8,20.1,0,835,835
1378,TXN,113.3,*,TXN190118C00097500,,call,2019-01-18,2018-07-26,97.5,17.78,16.1,19.55,12,536,548
1380,TXN,113.3,*,TXN190118C00100000,,call,2019-01-18,2018-07-26,100.0,15.85,14.1,16.7,1,850,849
1382,TXN,113.3,*,TXN190118C00105000,,call,2019-01-18,2018-07-26,105.0,12.4,11.6,12.25,19,970,977
1384,TXN,113.3,*,TXN190118C00110000,,call,2019-01-18,2018-07-26,110.0,9.19,8.8,9.0,22,2346,2337
1386,TXN,113.3,*,TXN190118C00115000,,call,2019-01-18,2018-07-26,115.0,6.15,6.15,6.3,0,2847,2847
1388,TXN,113.3,*,TXN190118C00120000,,call,2019-01-18,2018-07-26,120.0,4.15,4.05,4.25,4,2836,2840
1390,TXN,113.3,*,TXN190118C00125000,,call,2019-01-18,2018-07-26,125.0,2.64,2.54,2.67,36,8049,8063
1392,TXN,113.3,*,TXN190118C00130000,,call,2019-01-18,2018-07-26,130.0,1.56,1.51,1.62,108,4185,4269
1394,TXN,113.3,*,TXN190118C00135000,,call,2019-01-18,2018-07-26,135.0,0.75,0.87,0.96,0,1541,1541
1396,TXN,113.3,*,TXN190118C00140000,,call,2019-01-18,2018-07-26,140.0,0.51,0.49,0.57,5,570,572
1398,TXN,113.3,*,TXN190118C00145000,,call,2019-01-18,2018-07-26,145.0,0.29,0.28,0.35,200,194,393
1400,TXN,113.3,*,TXN190118C00150000,,call,2019-01-18,2018-07-26,150.0,0.17,0.16,0.24,2,198,198
1402,TXN,113.3,*,TXN190118C00155000,,call,2019-01-18,2018-07-26,155.0,0.17,0.1,0.15,0,27,27
1404,TXN,113.3,*,TXN190118C00160000,,call,2019-01-18,2018-07-26,160.0,0.27,0.06,0.11,0,111,111
1406,TXN,113.3,*,TXN190118C00165000,,call,2019-01-18,2018-07-26,165.0,0.14,0.04,0.09,0,30,30
1422,TXN,113.3,*,TXN190621C00090000,,call,2019-06-21,2018-07-26,90.0,27.3,25.45,25.85,0,48,48
1426,TXN,113.3,*,TXN190621C00097500,,call,2019-06-21,2018-07-26,97.5,19.75,19.6,20.1,1,29,30
1428,TXN,113.3,*,TXN190621C00100000,,call,2019-06-21,2018-07-26,100.0,18.5,17.95,18.6,0,30,30
1430,TXN,113.3,*,TXN190621C00105000,,call,2019-06-21,2018-07-26,105.0,16.35,14.7,15.1,0,240,240
1432,TXN,113.3,*,TXN190621C00110000,,call,2019-06-21,2018-07-26,110.0,13.3,11.75,12.15,0,311,311
1434,TXN,113.3,*,TXN190621C00115000,,call,2019-06-21,2018-07-26,115.0,9.2,9.0,9.45,2,185,185
1436,TXN,113.3,*,TXN190621C00120000,,call,2019-06-21,2018-07-26,120.0,7.36,7.1,7.3,9,451,460
1438,TXN,113.3,*,TXN190621C00125000,,call,2019-06-21,2018-07-26,125.0,5.35,5.35,5.55,0,300,300
1440,TXN,113.3,*,TXN190621C00130000,,call,2019-06-21,2018-07-26,130.0,3.2,3.95,4.15,0,278,278
1442,TXN,113.3,*,TXN190621C00135000,,call,2019-06-21,2018-07-26,135.0,3.57,2.88,3.05,0,258,258
1444,TXN,113.3,*,TXN190621C00140000,,call,2019-06-21,2018-07-26,140.0,1.65,1.86,2.2,0,283,283
1446,TXN,113.3,*,TXN190621C00145000,,call,2019-06-21,2018-07-26,145.0,1.38,1.28,1.6,0,50,50
1448,TXN,113.3,*,TXN190621C00150000,,call,2019-06-21,2018-07-26,150.0,1.08,0.88,1.14,2,14,14
1450,TXN,113.3,*,TXN190621C00155000,,call,2019-06-21,2018-07-26,155.0,1.05,0.6,0.82,0,5,5
1452,TXN,113.3,*,TXN190621C00160000,,call,2019-06-21,2018-07-26,160.0,0.66,0.49,0.62,0,1,1
1454,TXN,113.3,*,TXN190621C00165000,,call,2019-06-21,2018-07-26,165.0,0.93,0.35,0.44,0,19,19
1458,TXN,113.3,*,TXN200117C00045000,,call,2020-01-17,2018-07-26,45.0,67.99,66.0,70.95,0,0,0
1460,TXN,113.3,*,TXN200117C00050000,,call,2020-01-17,2018-07-26,50.0,63.5,60.5,65.5,4,4,0
1462,TXN,113.3,*,TXN200117C00055000,,call,2020-01-17,2018-07-26,55.0,51.44,56.0,61.0,0,19,19
1464,TXN,113.3,*,TXN200117C00060000,,call,2020-01-17,2018-07-26,60.0,55.75,51.0,55.9,0,31,31
1466,TXN,113.3,*,TXN200117C00065000,,call,2020-01-17,2018-07-26,65.0,49.1,46.05,51.0,0,130,130
1468,TXN,113.3,*,TXN200117C00070000,,call,2020-01-17,2018-07-26,70.0,35.16,41.55,46.5,0,59,59
1470,TXN,113.3,*,TXN200117C00072500,,call,2020-01-17,2018-07-26,72.5,41.15,39.5,44.45,0,3,3
1472,TXN,113.3,*,TXN200117C00075000,,call,2020-01-17,2018-07-26,75.0,31.55,37.1,41.95,0,9,9
1474,TXN,113.3,*,TXN200117C00077500,,call,2020-01-17,2018-07-26,77.5,26.56,35.0,39.95,0,1,1
1476,TXN,113.3,*,TXN200117C00080000,,call,2020-01-17,2018-07-26,80.0,39.92,33.0,37.9,0,129,129
1478,TXN,113.3,*,TXN200117C00082500,,call,2020-01-17,2018-07-26,82.5,26.4,31.1,35.7,0,36,36
1480,TXN,113.3,*,TXN200117C00085000,,call,2020-01-17,2018-07-26,85.0,31.35,29.1,33.7,0,63,63
1482,TXN,113.3,*,TXN200117C00087500,,call,2020-01-17,2018-07-26,87.5,33.84,27.45,31.75,0,18,18
